uniprot_id,log_prec_y
rs|NP_001230962.1|NP_001230962.1,0.8599635416129755
rs|NP_001230963.1|NP_001230963.1,0.5025263249066295
rs|NP_001230964.1|NP_001230964.1,0.47247807344680776
rs|NP_001230965.1|NP_001230965.1,0.23028111731507428
rs|NP_001230966.1|NP_001230966.1,0.2715049999309247
rs|NP_001230968.1|NP_001230968.1,0.8752884777437709
rs|NP_001230969.1|NP_001230969.1,0.7472756343977466
rs|NP_001230970.1|NP_001230970.1,0.633065302647499
rs|NP_001230971.1|NP_001230971.1,0.7772857536554134
rs|NP_001230972.1|NP_001230972.1,0.6144916763927862
rs|NP_001230973.1|NP_001230973.1,0.35072200740775317
rs|NP_001230974.1|NP_001230974.1,0.6308511355982457
rs|NP_001230975.1|NP_001230975.1,0.39056055734431033
rs|NP_001230977.1|NP_001230977.1,0.36678664306092357
rs|NP_001230978.1|NP_001230978.1,0.32530221163329553
rs|NP_001230979.1|NP_001230979.1,0.8869332110858167
rs|NP_001230980.1|NP_001230980.1,0.3702321985830784
rs|NP_001230981.1|NP_001230981.1,0.9516329371927713
rs|NP_001230982.1|NP_001230982.1,0.39416771144552226
rs|NP_001230983.1|NP_001230983.1,0.5048450557581527
rs|NP_001230984.1|NP_001230984.1,0.49156496834130725
rs|NP_001230985.1|NP_001230985.1,0.7620383762754066
rs|NP_001230986.1|NP_001230986.1,0.3355141424543558
rs|NP_001230987.1|NP_001230987.1,0.6168524158194268
rs|NP_001231002.1|NP_001231002.1,0.44171031062293203
rs|NP_001231004.1|NP_001231004.1,0.7839368253259279
rs|NP_001231005.1|NP_001231005.1,0.4418302013068081
rs|NP_001231008.1|NP_001231008.1,0.05947179786809794
rs|NP_001231014.1|NP_001231014.1,0.5108927493599743
rs|NP_001231018.1|NP_001231018.1,0.46510887472380025
rs|NP_001231027.1|NP_001231027.1,0.8059015114964961
rs|NP_001231029.1|NP_001231029.1,0.6906278598418822
rs|NP_001231044.1|NP_001231044.1,0.49334452953308605
rs|NP_001231046.1|NP_001231046.1,0.5487287554264421
rs|NP_001231047.1|NP_001231047.1,0.5433004511948043
rs|NP_001231051.1|NP_001231051.1,0.9559804517043831
rs|NP_001231065.1|NP_001231065.1,0.5686870178715017
rs|NP_001231068.1|NP_001231068.1,0.4830092356026629
rs|NP_001231196.1|NP_001231196.1,0.6843527638726876
rs|NP_001231198.1|NP_001231198.1,0.275076898085344
rs|NP_001231202.1|NP_001231202.1,0.596491095535259
rs|NP_001231204.2|NP_001231204.2,0.6190860417646922
rs|NP_001231207.1|NP_001231207.1,0.1726030619713536
rs|NP_001231210.1|NP_001231210.1,0.36149418994645577
rs|NP_001231216.1|NP_001231216.1,0.692007069079249
rs|NP_001231221.1|NP_001231221.1,0.7298876022499701
rs|NP_001231222.1|NP_001231222.1,0.4650977155796221
rs|NP_001231227.1|NP_001231227.1,0.6990463579641801
rs|NP_001231310.1|NP_001231310.1,0.36230819653374097
rs|NP_001231323.1|NP_001231323.1,0.379845560616093
rs|NP_001231328.1|NP_001231328.1,0.36166495029662177
rs|NP_001231331.1|NP_001231331.1,0.7953782888675558
rs|NP_001231340.1|NP_001231340.1,0.6308979098446316
rs|NP_001231423.1|NP_001231423.1,0.4973691638419255
rs|NP_001231436.1|NP_001231436.1,0.5811149598865137
rs|NP_001231448.1|NP_001231448.1,0.8442240737062474
rs|NP_001231462.1|NP_001231462.1,0.6332907659104962
rs|NP_001231504.1|NP_001231504.1,0.4397616666463564
rs|NP_001231505.1|NP_001231505.1,0.2539104800721657
rs|NP_001231777.1|NP_001231777.1,0.8687315585696384
rs|NP_001231778.1|NP_001231778.1,0.4764338431508383
rs|NP_001231779.1|NP_001231779.1,0.6958709250737662
rs|NP_001231780.1|NP_001231780.1,0.7502018182855749
rs|NP_001231781.1|NP_001231781.1,0.6440153283263815
rs|NP_001231782.1|NP_001231782.1,0.6657497475316283
rs|NP_001233602.1|NP_001233602.1,0.7623606693793235
rs|NP_001233603.1|NP_001233603.1,0.750763273109199
rs|NP_001233604.1|NP_001233604.1,0.6593343005400033
rs|NP_001233606.1|NP_001233606.1,0.6604508667429123
rs|NP_001233607.1|NP_001233607.1,0.7106668292019835
rs|NP_001233608.1|NP_001233608.1,0.788577405829686
rs|NP_001233609.1|NP_001233609.1,0.22798863301865485
rs|NP_001233610.1|NP_001233610.1,0.6233539234304931
rs|NP_001233611.1|NP_001233611.1,0.5354569963573499
rs|NP_001233613.1|NP_001233613.1,0.4854314751916248
rs|NP_001233614.1|NP_001233614.1,0.6102494011006485
rs|NP_001233615.1|NP_001233615.1,0.4728979261511441
rs|NP_001233616.1|NP_001233616.1,0.5267052921853252
rs|NP_001233617.1|NP_001233617.1,0.5629642615979432
rs|NP_001233619.1|NP_001233619.1,0.7756468432532277
rs|NP_001233620.1|NP_001233620.1,0.8253380985111295
rs|NP_001233621.1|NP_001233621.1,0.7983430585177002
rs|NP_001233622.2|NP_001233622.2,0.9170368802389017
rs|NP_001233623.1|NP_001233623.1,0.365978276576779
rs|NP_001233624.1|NP_001233624.1,0.30830890478230405
rs|NP_001233625.1|NP_001233625.1,0.59966822477295
rs|NP_001233626.1|NP_001233626.1,0.7434793742929463
rs|NP_001233627.1|NP_001233627.1,0.4160746734015702
rs|NP_001233628.1|NP_001233628.1,0.26075270681209445
rs|NP_001233630.1|NP_001233630.1,0.41150977651756765
rs|NP_001233633.1|NP_001233633.1,0.2970858651356605
rs|NP_001233634.1|NP_001233634.1,0.6362700376154077
rs|NP_001233636.1|NP_001233636.1,0.6595723090645346
rs|NP_001233637.1|NP_001233637.1,0.6607055574778602
rs|NP_001233638.1|NP_001233638.1,0.6385019041727366
rs|NP_001233639.2|NP_001233639.2,0.703752447523075
rs|NP_001233642.1|NP_001233642.1,0.5064071038077536
rs|NP_001233643.1|NP_001233643.1,0.48135600487740693
rs|NP_001233644.1|NP_001233644.1,0.5526135883048727
rs|NP_001233645.1|NP_001233645.1,0.3114019608497672
rs|NP_001233646.1|NP_001233646.1,0.607453899512249
rs|NP_001233647.1|NP_001233647.1,0.2625519424502847
rs|NP_001233648.1|NP_001233648.1,0.5002962234169783
rs|NP_001233649.1|NP_001233649.1,0.711712832527591
rs|NP_001233650.1|NP_001233650.1,0.6112759734288836
rs|NP_001233651.1|NP_001233651.1,0.47167924056683974
rs|NP_001233652.1|NP_001233652.1,0.2601529544663488
rs|NP_001233653.1|NP_001233653.1,0.5643043205754182
rs|NP_001233654.1|NP_001233654.1,1.0
rs|NP_001233655.1|NP_001233655.1,0.6420518199145101
rs|NP_001233656.1|NP_001233656.1,0.6040250997502192
rs|NP_001233658.1|NP_001233658.1,0.9538165375679757
rs|NP_001233660.1|NP_001233660.1,0.48839832542079
rs|NP_001233661.1|NP_001233661.1,0.19270412869941186
rs|NP_001233662.1|NP_001233662.1,0.7047211163551269
rs|NP_001233664.1|NP_001233664.1,0.2642670702036689
rs|NP_001233665.1|NP_001233665.1,0.6432982966259047
rs|NP_001233666.1|NP_001233666.1,0.6185083754188081
rs|NP_001233667.1|NP_001233667.1,0.5602242510310526
rs|NP_001233669.1|NP_001233669.1,0.15270643194081382
rs|NP_001233670.1|NP_001233670.1,0.838414161019201
rs|NP_001233671.1|NP_001233671.1,0.7022539712767955
rs|NP_001233672.1|NP_001233672.1,0.542681829987226
rs|NP_001233674.1|NP_001233674.1,0.5464677542430583
rs|NP_001233675.1|NP_001233675.1,0.5876225722290177
rs|NP_001233676.1|NP_001233676.1,0.7391065000554427
rs|NP_001233677.1|NP_001233677.1,0.6665983986259615
rs|NP_001233678.1|NP_001233678.1,0.4778229539433724
rs|NP_001233679.1|NP_001233679.1,0.46289341944570866
rs|NP_001233680.1|NP_001233680.1,0.7554667791859657
rs|NP_001233682.1|NP_001233682.1,0.4244622637704835
rs|NP_001233684.1|NP_001233684.1,0.419421699773164
rs|NP_001233685.1|NP_001233685.1,0.5390341109600584
rs|NP_001233686.1|NP_001233686.1,0.5064914478181104
rs|NP_001233687.1|NP_001233687.1,0.5859600021089141
rs|NP_001233688.1|NP_001233688.1,0.398415339799868
rs|NP_001233689.1|NP_001233689.1,0.7861339486303025
rs|NP_001233690.1|NP_001233690.1,0.49030756890654364
rs|NP_001233691.1|NP_001233691.1,0.3434163745944831
rs|NP_001233693.1|NP_001233693.1,0.2974430606025526
rs|NP_001233695.1|NP_001233695.1,0.3881612492793323
rs|NP_001233696.1|NP_001233696.1,0.4962645587257466
rs|NP_001233697.1|NP_001233697.1,0.6167789346385304
rs|NP_001233698.1|NP_001233698.1,0.48387132415430445
rs|NP_001233700.1|NP_001233700.1,0.2809061860045558
rs|NP_001233701.1|NP_001233701.1,0.6145801671076565
rs|NP_001233702.1|NP_001233702.1,0.46790355289805335
rs|NP_001233703.1|NP_001233703.1,0.9468130672106958
rs|NP_001233704.1|NP_001233704.1,0.76692660619678
rs|NP_001233705.1|NP_001233705.1,0.7843625021807387
rs|NP_001233706.1|NP_001233706.1,0.6791304319672989
rs|NP_001233707.1|NP_001233707.1,0.5737736775792662
rs|NP_001233708.1|NP_001233708.1,0.4885960781052827
rs|NP_001233709.1|NP_001233709.1,0.48764654030531907
rs|NP_001233710.1|NP_001233710.1,0.31355285280110434
rs|NP_001233711.1|NP_001233711.1,0.48574806666153764
rs|NP_001233712.1|NP_001233712.1,0.6566527641053079
rs|NP_001233713.1|NP_001233713.1,0.515764467461054
rs|NP_001233714.1|NP_001233714.1,0.677178780887536
rs|NP_001233716.1|NP_001233716.1,0.8671895842040438
rs|NP_001233717.1|NP_001233717.1,0.49479155627836163
rs|NP_001233718.1|NP_001233718.1,0.5778557409591503
rs|NP_001233719.1|NP_001233719.1,0.35778546549445206
rs|NP_001233720.1|NP_001233720.1,0.5462687288130182
rs|NP_001233722.1|NP_001233722.1,0.42381013251140726
rs|NP_001233723.1|NP_001233723.1,0.6401486482111978
rs|NP_001233724.1|NP_001233724.1,0.44868011459282364
rs|NP_001233725.1|NP_001233725.1,0.33676433179819254
rs|NP_001233726.1|NP_001233726.1,0.37977388310086624
rs|NP_001233727.1|NP_001233727.1,0.6853581016092954
rs|NP_001233728.1|NP_001233728.1,0.6084930691684189
rs|NP_001233729.1|NP_001233729.1,0.5087873673737419
rs|NP_001233730.1|NP_001233730.1,0.23176622503098704
rs|NP_001233731.1|NP_001233731.1,0.5726209420807862
rs|NP_001233732.1|NP_001233732.1,0.6621778211015438
rs|NP_001233733.1|NP_001233733.1,0.7289004415263929
rs|NP_001233734.1|NP_001233734.1,0.582133471242917
rs|NP_001233736.1|NP_001233736.1,0.5427599311143182
rs|NP_001233737.1|NP_001233737.1,0.8094244387643936
rs|NP_001233742.1|NP_001233742.1,0.5186704720717827
rs|NP_001233743.1|NP_001233743.1,0.5326778741239416
rs|NP_001233746.1|NP_001233746.1,0.42031130856208876
rs|NP_001233747.1|NP_001233747.1,0.6305246737698312
rs|NP_001233748.1|NP_001233748.1,0.613816611481138
rs|NP_001233750.1|NP_001233750.1,0.7034497192252356
rs|NP_001233751.1|NP_001233751.1,0.5542428327874673
rs|NP_001233752.1|NP_001233752.1,0.22513459123898996
rs|NP_001233753.1|NP_001233753.1,0.676028421205508
rs|NP_001233754.1|NP_001233754.1,0.4242138656845487
rs|NP_001233755.1|NP_001233755.1,0.7236701375640417
rs|NP_001233756.1|NP_001233756.1,0.6026256522847793
rs|NP_001233757.1|NP_001233757.1,0.42312530160868017
rs|NP_001233758.1|NP_001233758.1,0.9818173792489162
rs|NP_001233759.1|NP_001233759.1,0.713030706929776
rs|NP_001233760.1|NP_001233760.1,0.5516357559892487
rs|NP_001239226.1|NP_001239226.1,0.8289895523647275
rs|NP_001239228.1|NP_001239228.1,0.5765593254590881
rs|NP_001243686.1|NP_001243686.1,0.4350229325725695
rs|NP_001243715.1|NP_001243715.1,0.5213325925548918
rs|NP_001243717.1|NP_001243717.1,0.3400539122560769
rs|NP_001243760.1|NP_001243760.1,0.59166903845127
rs|NP_001243772.1|NP_001243772.1,0.7862294180940709
rs|NP_001243773.1|NP_001243773.1,0.6573415561715342
rs|NP_001243777.1|NP_001243777.1,0.5349861842632554
rs|NP_001243780.1|NP_001243780.1,0.6042052846406026
rs|NP_001243795.1|NP_001243795.1,0.4865687771912544
rs|NP_001243797.1|NP_001243797.1,0.5052932993543463
rs|NP_001243807.1|NP_001243807.1,0.4189897230334313
rs|NP_001243809.1|NP_001243809.1,0.49926256592795243
rs|NP_001243811.1|NP_001243811.1,0.7964642429591899
rs|NP_001247445.1|NP_001247445.1,0.5701135351725096
rs|NP_001252546.1|NP_001252546.1,0.5170633862870018
rs|NP_001258354.1|NP_001258354.1,0.11228177998970883
rs|NP_001258355.1|NP_001258355.1,0.25441346072398163
rs|NP_001265861.1|NP_001265861.1,0.5853454826821682
rs|NP_001268812.1|NP_001268812.1,0.7520957164474039
rs|NP_001272848.1|NP_001272848.1,0.07454410730902544
rs|NP_001272853.1|NP_001272853.1,0.8584192015394679
rs|NP_001272854.1|NP_001272854.1,0.40126875751004887
rs|NP_001278415.1|NP_001278415.1,0.1687269313796276
rs|NP_001278594.1|NP_001278594.1,0.6157928305792527
rs|NP_001278874.1|NP_001278874.1,0.5271643508180708
rs|NP_001278876.1|NP_001278876.1,0.34452573352886007
rs|NP_001278985.1|NP_001278985.1,0.487422455697566
rs|NP_001278986.1|NP_001278986.1,0.39043092130444723
rs|NP_001278987.1|NP_001278987.1,0.049982757688442715
rs|NP_001278988.1|NP_001278988.1,0.5119471331313626
rs|NP_001278990.1|NP_001278990.1,0.3185747109516291
rs|NP_001309953.1|NP_001309953.1,0.4994340806277673
rs|NP_001315037.1|NP_001315037.1,0.5563780244510743
rs|NP_001315039.1|NP_001315039.1,0.5503216865735152
rs|XP_027242334.1|XP_027242334.1,0.5794278966689919
rs|XP_027242336.1|XP_027242336.1,0.45151370005778274
rs|XP_027242337.1|XP_027242337.1,0.31306014762110485
rs|XP_027242338.1|XP_027242338.1,0.6101899545091422
rs|XP_027242339.1|XP_027242339.1,0.3605701049132635
rs|XP_027242340.1|XP_027242340.1,0.49336061611215837
rs|XP_027242341.1|XP_027242341.1,0.5287257904095263
rs|XP_027242342.1|XP_027242342.1,0.4081971229107755
rs|XP_027242343.1|XP_027242343.1,0.6700674655054581
rs|XP_027242347.1|XP_027242347.1,0.3100957686130883
rs|XP_027242348.1|XP_027242348.1,0.3100957686130883
rs|XP_027242349.1|XP_027242349.1,0.5013619247415226
rs|XP_027242354.1|XP_027242354.1,0.4636646261834591
rs|XP_027242356.1|XP_027242356.1,0.5336745035943407
rs|XP_027242357.1|XP_027242357.1,0.4652731585512214
rs|XP_027242358.1|XP_027242358.1,0.28376060094808586
rs|XP_027242360.1|XP_027242360.1,0.4683141073522955
rs|XP_027242361.1|XP_027242361.1,0.2791819876161199
rs|XP_027242362.1|XP_027242362.1,0.46476168279465796
rs|XP_027242368.1|XP_027242368.1,0.3865560325499479
rs|XP_027242369.1|XP_027242369.1,0.6949211729186566
rs|XP_027242370.1|XP_027242370.1,0.68478718755557
rs|XP_027242371.1|XP_027242371.1,0.45610618307141276
rs|XP_027242372.1|XP_027242372.1,0.5582255187603387
rs|XP_027242374.1|XP_027242374.1,0.34158086386288206
rs|XP_027242376.1|XP_027242376.1,0.3435266532639697
rs|XP_027242382.1|XP_027242382.1,0.15847193106806498
rs|XP_027242383.1|XP_027242383.1,0.4129731009821393
rs|XP_027242386.1|XP_027242386.1,0.4841402960965098
rs|XP_027242391.1|XP_027242391.1,0.43864450282173456
rs|XP_027242392.1|XP_027242392.1,0.3509354652546877
rs|XP_027242393.1|XP_027242393.1,0.5109500994738778
rs|XP_027242394.1|XP_027242394.1,0.46429826070546937
rs|XP_027242397.1|XP_027242397.1,0.6734640674267617
rs|XP_027242400.1|XP_027242400.1,0.5632577706982881
rs|XP_027242401.1|XP_027242401.1,0.47752254347172557
rs|XP_027242403.1|XP_027242403.1,0.31551376947297577
rs|XP_027242404.1|XP_027242404.1,0.3286487892961107
rs|XP_027242405.1|XP_027242405.1,0.9348047826335264
rs|XP_027242406.1|XP_027242406.1,0.5634644053754193
rs|XP_027242410.1|XP_027242410.1,0.5788539644774187
rs|XP_027242417.1|XP_027242417.1,0.19706431936629498
rs|XP_027242429.1|XP_027242429.1,0.670939482352286
rs|XP_027242431.1|XP_027242431.1,0.670939482352286
rs|XP_027242448.1|XP_027242448.1,0.5868132057982658
rs|XP_027242455.1|XP_027242455.1,0.6793362513611445
rs|XP_027242457.1|XP_027242457.1,0.5052836899645746
rs|XP_027242458.1|XP_027242458.1,0.7986004195307023
rs|XP_027242459.1|XP_027242459.1,0.47240522477378266
rs|XP_027242460.1|XP_027242460.1,0.5170219179926898
rs|XP_027242464.1|XP_027242464.1,0.45172509595068266
rs|XP_027242465.1|XP_027242465.1,0.45172509595068266
rs|XP_027242466.1|XP_027242466.1,0.5575171009184748
rs|XP_027242469.1|XP_027242469.1,0.5276750532191128
rs|XP_027242470.1|XP_027242470.1,0.40120422137142076
rs|XP_027242471.1|XP_027242471.1,0.37854760673381793
rs|XP_027242472.1|XP_027242472.1,0.9198626723153311
rs|XP_027242519.1|XP_027242519.1,0.3016598296051074
rs|XP_027242524.1|XP_027242524.1,0.49436383570710557
rs|XP_027242535.1|XP_027242535.1,0.5650810876492657
rs|XP_027242536.1|XP_027242536.1,0.40098978282165315
rs|XP_027242537.1|XP_027242537.1,0.6678984609393348
rs|XP_027242540.1|XP_027242540.1,0.4495191314966425
rs|XP_027242541.1|XP_027242541.1,0.38092760376253615
rs|XP_027242543.1|XP_027242543.1,0.5594019843631843
rs|XP_027242547.1|XP_027242547.1,0.5684105917015366
rs|XP_027242557.1|XP_027242557.1,0.802513184972583
rs|XP_027242563.1|XP_027242563.1,0.47246399629054786
rs|XP_027242574.1|XP_027242574.1,0.4015086875485351
rs|XP_027242577.1|XP_027242577.1,0.3613297915241259
rs|XP_027242578.1|XP_027242578.1,0.4906645390435259
rs|XP_027242582.1|XP_027242582.1,0.49201792170901715
rs|XP_027242583.1|XP_027242583.1,0.5173717742456868
rs|XP_027242584.1|XP_027242584.1,0.4630811099188585
rs|XP_027242586.1|XP_027242586.1,0.6851042167743845
rs|XP_027242587.1|XP_027242587.1,0.6123648920249489
rs|XP_027242590.1|XP_027242590.1,0.512513486094042
rs|XP_027242591.1|XP_027242591.1,0.6811946511859248
rs|XP_027242594.1|XP_027242594.1,0.6935747700781603
rs|XP_027242597.1|XP_027242597.1,0.5584439331511877
rs|XP_027242610.1|XP_027242610.1,0.34170405339160814
rs|XP_027242611.1|XP_027242611.1,0.5330148814749841
rs|XP_027242612.1|XP_027242612.1,0.6697659735425853
rs|XP_027242617.1|XP_027242617.1,0.624592259751866
rs|XP_027242618.1|XP_027242618.1,0.5007221961942936
rs|XP_027242620.1|XP_027242620.1,0.4417314749724016
rs|XP_027242621.1|XP_027242621.1,0.511779928140505
rs|XP_027242637.1|XP_027242637.1,0.5896466172924103
rs|XP_027242649.1|XP_027242649.1,0.44701174458102877
rs|XP_027242651.1|XP_027242651.1,0.6758855637825093
rs|XP_027242654.1|XP_027242654.1,0.5353285029114687
rs|XP_027242655.1|XP_027242655.1,0.6235696034980566
rs|XP_027242659.1|XP_027242659.1,0.5917905210311571
rs|XP_027242663.1|XP_027242663.1,0.50792459369153
rs|XP_027242664.1|XP_027242664.1,0.48397957579487344
rs|XP_027242665.1|XP_027242665.1,0.4904324276107447
rs|XP_027242666.1|XP_027242666.1,0.6980967675171437
rs|XP_027242670.1|XP_027242670.1,0.47298781000115353
rs|XP_027242674.1|XP_027242674.1,0.4824928753921185
rs|XP_027242675.1|XP_027242675.1,0.6588423540052986
rs|XP_027242677.1|XP_027242677.1,0.9063412530725177
rs|XP_027242680.1|XP_027242680.1,0.2659235130061407
rs|XP_027242682.1|XP_027242682.1,0.4703165784443342
rs|XP_027242685.1|XP_027242685.1,0.7271465266341712
rs|XP_027242686.1|XP_027242686.1,0.38376674515403797
rs|XP_027242687.1|XP_027242687.1,0.3687526103811677
rs|XP_027242689.1|XP_027242689.1,0.6034126261159715
rs|XP_027242693.1|XP_027242693.1,0.4544740864276101
rs|XP_027242704.1|XP_027242704.1,0.7743581813687104
rs|XP_027242705.1|XP_027242705.1,0.6152195480767157
rs|XP_027242712.1|XP_027242712.1,0.1787154618139131
rs|XP_027242713.1|XP_027242713.1,0.5363269696373388
rs|XP_027242714.1|XP_027242714.1,0.6977703100434052
rs|XP_027242715.1|XP_027242715.1,0.5363269696373388
rs|XP_027242716.1|XP_027242716.1,0.45492698233688034
rs|XP_027242718.1|XP_027242718.1,0.3679852029751399
rs|XP_027242720.1|XP_027242720.1,0.42299413714423073
rs|XP_027242721.1|XP_027242721.1,0.30467064045324854
rs|XP_027242728.1|XP_027242728.1,0.3374761470398766
rs|XP_027242729.1|XP_027242729.1,0.23979220200628112
rs|XP_027242731.1|XP_027242731.1,0.8562005382033635
rs|XP_027242738.1|XP_027242738.1,0.2614116798653739
rs|XP_027242739.1|XP_027242739.1,0.6984666202582082
rs|XP_027242741.1|XP_027242741.1,0.2893571473134024
rs|XP_027242743.1|XP_027242743.1,0.13558646674098018
rs|XP_027242746.1|XP_027242746.1,0.4692262933907717
rs|XP_027242750.1|XP_027242750.1,0.5109831517156754
rs|XP_027242751.1|XP_027242751.1,0.705720018079353
rs|XP_027242752.1|XP_027242752.1,0.41243901347147693
rs|XP_027242753.1|XP_027242753.1,0.3749981147632819
rs|XP_027242757.1|XP_027242757.1,0.747560628850544
rs|XP_027242758.1|XP_027242758.1,0.4808372090017016
rs|XP_027242760.1|XP_027242760.1,0.4269522287041049
rs|XP_027242762.1|XP_027242762.1,0.5159400328256767
rs|XP_027242767.1|XP_027242767.1,0.533836600509614
rs|XP_027242768.1|XP_027242768.1,0.48080503593707496
rs|XP_027242775.1|XP_027242775.1,0.31301748984035765
rs|XP_027242779.1|XP_027242779.1,0.2594310340307146
rs|XP_027242780.1|XP_027242780.1,0.4723061982973943
rs|XP_027242782.1|XP_027242782.1,0.186868287224127
rs|XP_027242784.1|XP_027242784.1,0.6332474607071229
rs|XP_027242785.1|XP_027242785.1,0.6895181419493902
rs|XP_027242786.1|XP_027242786.1,0.5898928730648384
rs|XP_027242798.1|XP_027242798.1,0.3432356933191823
rs|XP_027242812.1|XP_027242812.1,0.31233203657496206
rs|XP_027242813.1|XP_027242813.1,0.3003081075240998
rs|XP_027242819.1|XP_027242819.1,0.3388307299194254
rs|XP_027242820.1|XP_027242820.1,0.5669672198104617
rs|XP_027242823.1|XP_027242823.1,0.5278634905744665
rs|XP_027242824.1|XP_027242824.1,0.5519044868245063
rs|XP_027242826.1|XP_027242826.1,0.43610265245718133
rs|XP_027242832.1|XP_027242832.1,0.6260222664777606
rs|XP_027242833.1|XP_027242833.1,0.9058481909114953
rs|XP_027242834.1|XP_027242834.1,0.5922467499036991
rs|XP_027242836.1|XP_027242836.1,0.4633852121894929
rs|XP_027242838.1|XP_027242838.1,0.545060155732807
rs|XP_027242841.1|XP_027242841.1,0.40329797420072405
rs|XP_027242843.1|XP_027242843.1,0.6975959288439258
rs|XP_027242847.1|XP_027242847.1,0.5919020158525906
rs|XP_027242849.1|XP_027242849.1,0.6486376213462565
rs|XP_027242860.1|XP_027242860.1,0.3385358568594126
rs|XP_027242871.1|XP_027242871.1,0.41436473432058907
rs|XP_027242872.1|XP_027242872.1,0.3446739274234424
rs|XP_027242879.1|XP_027242879.1,0.4743203910508208
rs|XP_027242882.1|XP_027242882.1,0.43946744173080227
rs|XP_027242883.1|XP_027242883.1,0.548693695771507
rs|XP_027242884.1|XP_027242884.1,0.261065590068185
rs|XP_027242889.1|XP_027242889.1,0.2833158863273075
rs|XP_027242892.1|XP_027242892.1,0.26689369286779246
rs|XP_027242896.1|XP_027242896.1,0.4319492754260065
rs|XP_027242898.1|XP_027242898.1,0.44913579035395357
rs|XP_027242900.1|XP_027242900.1,0.7066053990613335
rs|XP_027242905.1|XP_027242905.1,0.6439826409599779
rs|XP_027242915.1|XP_027242915.1,0.30997943966186975
rs|XP_027242917.1|XP_027242917.1,0.23222962140516712
rs|XP_027242922.1|XP_027242922.1,0.29538641096489215
rs|XP_027242926.1|XP_027242926.1,0.7753299558689424
rs|XP_027242927.1|XP_027242927.1,0.6803722737270055
rs|XP_027242932.1|XP_027242932.1,0.3004104877195975
rs|XP_027242935.1|XP_027242935.1,0.4545366306337388
rs|XP_027242936.1|XP_027242936.1,0.577878503974588
rs|XP_027242940.1|XP_027242940.1,0.5980461033252888
rs|XP_027242956.1|XP_027242956.1,0.48462890350765475
rs|XP_027242963.1|XP_027242963.1,0.3449395138753551
rs|XP_027242965.1|XP_027242965.1,0.6614725449204513
rs|XP_027242971.1|XP_027242971.1,0.35511832278485134
rs|XP_027242974.1|XP_027242974.1,0.3898285005837632
rs|XP_027242976.1|XP_027242976.1,0.48926010971368467
rs|XP_027242977.1|XP_027242977.1,0.6783131753616565
rs|XP_027242978.1|XP_027242978.1,0.44038038344574637
rs|XP_027242987.1|XP_027242987.1,0.42330638934068865
rs|XP_027242992.1|XP_027242992.1,0.3171639857846255
rs|XP_027242994.1|XP_027242994.1,0.28570034905082564
rs|XP_027242995.1|XP_027242995.1,0.6679939267679466
rs|XP_027242996.1|XP_027242996.1,0.6199842240897577
rs|XP_027242997.1|XP_027242997.1,0.7514344760590351
rs|XP_027242998.1|XP_027242998.1,0.6925477302898877
rs|XP_027243007.1|XP_027243007.1,0.40116328931634
rs|XP_027243009.1|XP_027243009.1,0.5467412774028049
rs|XP_027243010.1|XP_027243010.1,0.43725602886627823
rs|XP_027243017.1|XP_027243017.1,0.4211667984045776
